DBH_in,HeighttoTop_ft,Species,CanopyWidth_ft,MostSignificantDefect,Failure_Standardized,ProbabilityofFailure
12.5,20,Arborvitae,17,Dead,none,3
1,8.5,southern magnolia,4,Poor Tree Architecture,none,2
4.5,15,Arborvitae,11,Dead,none,3
2.1,16,Oleander,18,Poor Tree Architecture,none,1
1,8.5,southern magnolia,4,Poor Tree Architecture,none,2
2,9.5,Weeping Bottlebrush,8,Poor Tree Architecture,none,1
2,9,Weeping Bottlebrush,8,Poor Tree Architecture,none,1
21,29.5,Flamegold,28,Dead,none,4
3.8,17.5,winged elm,21,Root Problems,none,1
5.2,14.5,Live oak,15,"",none,1
5.3,17.5,winged elm,16,Root Problems,none,2
4.1,15.5,Live oak,15,Poor Tree Architecture,none,1
5.2,15,Live oak,19,Poor Tree Architecture,none,1
5.3,13.5,winged elm,16,Poor Tree Architecture,none,2
3,15.5,winged elm,6,Weak Branch Union,none,1
3,15,winged elm,5,Weak Branch Union,none,1
4,6.5,winged elm,6,Poor Tree Architecture,none,2
12.8,38.5,Laurel Oak,43,Poor Tree Architecture,none,2
40.1,57.5,Laurel Oak,68,Decay,none,3
4,9,winged elm,5,Poor Tree Architecture,none,2
2.2,7.5,Live oak,6,Poor Tree Architecture,none,3
29.4,26.5,Live oak,62,Dead,none,3
19.2,26.5,Orchid Tree,50,Poor Tree Architecture,none,2
2.2,6.5,Weeping Bottlebrush,8,Poor Tree Architecture,none,1
1.5,6.5,southern magnolia,7,Weak Branch Union,none,1
1.2,6,southern magnolia,5,Weak Branch Union,none,1
30.1,32,Laurel Oak,38,Decay,none,3
45.1,44,Camphor Tree,70,Dead,none,3
34.4,32.5,Laurel Oak,43,Decay,none,4
27.4,45,Live oak,37,Dead,none,3
39.8,46.5,Camphor Tree,63,Dead,none,3
1.9,13.5,red maple,6,Decay,none,3
25.4,26.5,American elm,34,Weak Branch Union,none,2
41,43.5,Laurel Oak,66,Dead,none,4
15.5,28.5,Flamegold,31,Dead,none,3
10.9,15,Chinese elm,14,Dead,none,4
3,13,Crapemyrtle,14,Poor Tree Architecture,none,1
2.6,12.5,Crapemyrtle,14,Poor Tree Architecture,none,1
5.5,6.5,Carolina laurelcherry,8,Decay,none,4
6.7,6.7,Carolina laurelcherry,10,"",none,3
6.7,6.5,Carolina laurelcherry,7,Decay,none,3
63.6,49,Live oak,105,Dead,none,3
1.8,13.5,Crapemyrtle,13,Poor Tree Architecture,none,1
2,14,Crapemyrtle,13,Dead,none,3
5.5,17.5,Arborvitae,15,"",none,1
2,16,Crapemyrtle,13,Weak Branch Union,none,1
4.6,17.5,Arborvitae,17,Weak Branch Union,none,1
2,11,Weeping Bottlebrush,8,Weak Branch Union,none,1
1.5,6,Oleander,7,Poor Tree Architecture,none,1
9.9,18.5,Camphor Tree,17,Dead,none,3
18.6,23,Laurel Oak,31,Decay,none,2
11.3,41.5,Laurel Oak,26,Weak Branch Union,none,2
32.2,43,Live oak,51,Dead,none,3
12.5,24.5,Laurel Oak,28,Decay,none,2
19.2,34,Laurel Oak,39,Decay,none,3
10,32,Laurel Oak,23,Dead,none,4
36.1,27,Camphor Tree,51,Decay,none,2
11.7,32,Laurel Oak,24,Poor Tree Architecture,none,2
36.3,64.5,Laurel Oak,65,Dead,none,4
3.7,14,Crapemyrtle,11,Dead,none,3
2.9,16,Crapemyrtle,14,Dead,none,3
1,8.5,Weeping Bottlebrush,7,Weak Branch Union,none,1
2.6,16,Crapemyrtle,11,"",none,3
2.2,16,Crapemyrtle,6,Dead,none,3
1,9,Weeping Bottlebrush,6,Weak Branch Union,none,1
17.8,26,Laurel Oak,33,Decay,none,3
4.7,18,Crapemyrtle,16,Dead,none,3
3.6,18.5,Crapemyrtle,15,Dead,none,3
6.2,19,Crapemyrtle,23,Dead,none,3
3.8,19,Crapemyrtle,22,Decay,none,2
3,16,Oleander,14,Decay,none,2
3,20,Crapemyrtle,12,Poor Tree Architecture,none,1
21,29,Camphor Tree,33,Decay,none,2
6,20,black olive; oxhorn bucida,14,Weak Branch Union,none,2
2,7.5,Crapemyrtle,12,Weak Branch Union,none,1
3,19,black olive; oxhorn bucida,14,Poor Tree Architecture,none,1
3,17,black olive; oxhorn bucida,13,Weak Branch Union,none,1
2.5,12.5,Crapemyrtle,10,Poor Tree Architecture,none,1
1.5,9.5,Weeping Bottlebrush,8,Weak Branch Union,none,1
12.8,32,Laurel Oak,29,Weak Branch Union,none,1
1,8,Chinaberry,12,Leaning Tree,none,3
2,15,Crapemyrtle,8,Poor Tree Architecture,none,1
2.7,12.5,Crapemyrtle,10,Poor Tree Architecture,none,1
1.5,9,Weeping Bottlebrush,7,Weak Branch Union,none,1
2,12,black olive; oxhorn bucida,14,Poor Tree Architecture,none,1
28.9,24,Laurel Oak,60,Crack,branch,4
2,9.5,Carolina laurelcherry,8,Leaning Tree,whole,2
4,12,winged elm,6,Poor Tree Architecture,whole,2
32.7,45.5,Laurel Oak,45,Decay,whole,4
2.1,8.5,Crapemyrtle,9,Poor Tree Architecture,whole,3
22.4,31.5,Camphor Tree,35,Dead,branch,4
2.2,18,Crapemyrtle,17,Weak Branch Union,whole,1
0.5,6.5,Crapemyrtle,8,Poor Tree Architecture,whole,1
35.3,44,Laurel Oak,65,Weak Branch Union,branch,2
19.5,39.9,Laurel Oak,47,Weak Branch Union,branch,1
2,12.5,winged elm,6,Weak Branch Union,whole,1
2,14.5,winged elm,7,"",whole,1
11.2,33,Arborvitae,27,Dead,branch,3
2.3,14,baldcypress,6,"",none,1
32,39.5,Camphor Tree,48,Decay,branch,3
40.5,39.5,Camphor Tree,45,Decay,branch,3
6.5,18,Arborvitae,22,"",branch,3
28,40,Laurel Oak,49,Decay,branch,3
32.7,48.5,sand live oak,54,Decay,branch,3
36.5,48.5,sand live oak,51,Decay,branch,2
19,44,Laurel Oak,48,Decay,branch,3
25.3,62,Laurel Oak,51,Decay,branch,3
3,16.5,black olive; oxhorn bucida,11,Leaning Tree,none,2
31.6,62,Laurel Oak,47,Decay,none,3
6,22,black olive; oxhorn bucida,15,Poor Tree Architecture,none,2
1.6,11,Crapemyrtle,9,Poor Tree Architecture,none,1
1.5,9.5,Crapemyrtle,10,Poor Tree Architecture,none,1
3,18,Crapemyrtle,10,Poor Tree Architecture,none,1
5.9,24,black olive; oxhorn bucida,23,Weak Branch Union,none,2
1.3,8,Crapemyrtle,7,Poor Tree Architecture,none,1
5.3,20,black olive; oxhorn bucida,15,Poor Tree Architecture,none,2
20.7,25,Chinaberry,25,Decay,none,4
1.3,9.5,Crapemyrtle,10,Poor Tree Architecture,none,1
4.1,18.5,winged elm,18,Weak Branch Union,none,1
2,14,black olive; oxhorn bucida,14,Poor Tree Architecture,none,1
2,17,black olive; oxhorn bucida,13,Poor Tree Architecture,none,1
2.3,13.5,black olive; oxhorn bucida,15,Poor Tree Architecture,none,1
5.2,21,black olive; oxhorn bucida,15,Decay,none,2
15.4,32.5,Live oak,39,Weak Branch Union,none,1
2,14.5,black olive; oxhorn bucida,12,Poor Tree Architecture,none,1
4.5,17,red maple,8,"",none,1
2.4,12,Crapemyrtle,14,Weak Branch Union,none,1
2.2,12.5,Crapemyrtle,10,Weak Branch Union,none,1
5.7,14,Crapemyrtle,23,Decay,none,3
4.9,20,black olive; oxhorn bucida,17,Decay,none,2
2,12.5,Crapemyrtle,14,Weak Branch Union,none,1
2.2,12.5,Crapemyrtle,13,Weak Branch Union,none,1
3.9,17.5,winged elm,19,Weak Branch Union,none,1
3,8.5,southern magnolia,7,Weak Branch Union,none,2
4.5,18,southern magnolia,7,Weak Branch Union,none,1
6,24,black olive; oxhorn bucida,16,Weak Branch Union,none,2
14,21,Carolina laurelcherry,18,Dead,none,4
3.1,16,Crapemyrtle,16,Weak Branch Union,none,2
22.8,24,Camphor Tree,39,Weak Branch Union,none,2
22.8,28.5,Laurel Oak,25,Weak Branch Union,none,3
2.3,8.5,Crapemyrtle,7,Poor Tree Architecture,none,2
4,16,winged elm,7,Weak Branch Union,none,1
3,19,Carolina laurelcherry,19,"",none,1
4.1,18,winged elm,19,Weak Branch Union,none,1
6.2,22,winged elm,24,Weak Branch Union,none,1
3.5,10,Crapemyrtle,9,Decay,none,2
3,12,Crapemyrtle,10,Decay,none,2
3.8,22,Crapemyrtle,17,Weak Branch Union,none,1
8,18.5,Crapemyrtle,26,Weak Branch Union,none,1
1.5,17,Crapemyrtle,14,Poor Tree Architecture,none,1
3.2,12,Crapemyrtle,9,Decay,none,1
16.3,25,Laurel Oak,29,Weak Branch Union,none,1
1,12,American elm,6,Poor Tree Architecture,none,2
1,14,Crapemyrtle,13,Poor Tree Architecture,none,1
11.6,18,Live oak,32,Weak Branch Union,none,2
5.3,22.5,Orchid Tree,19,Decay,none,2
18.9,30.5,Live oak,3,Poor Tree Architecture,none,1
2,13,baldcypress,7,"",none,1
0.8,9,Crapemyrtle,11,Poor Tree Architecture,none,1
5.1,16,Arborvitae,19,Poor Tree Architecture,none,2
10.7,39.5,slash pine,15,Dead,none,3
8,37,slash pine,29,Dead,none,3
24.3,22.5,Camphor Tree,45,Poor Tree Architecture,none,2
2.5,14,baldcypress,6,"",none,1
0.8,7,Crapemyrtle,9,Poor Tree Architecture,none,1
2.2,12.5,baldcypress,6,"",none,1
2,8.5,Orchid Tree,10,Poor Tree Architecture,none,2
17.6,23,Camphor Tree,29,Decay,none,3
0.5,8,Crapemyrtle,11,Poor Tree Architecture,none,1
0.2,8,Crapemyrtle,11,Poor Tree Architecture,none,1
0.5,9,Weeping Bottlebrush,5,Poor Tree Architecture,none,1
0.5,9,Weeping Bottlebrush,10,Poor Tree Architecture,none,1
25.9,24,Camphor Tree,34,Decay,none,2
0.8,8,Crapemyrtle,12,Poor Tree Architecture,none,1
21.2,23,Camphor Tree,34,Decay,none,2
26.7,37,Laurel Oak,48,Decay,none,2
12.8,30,Live oak,26,Weak Branch Union,none,2
4.2,10,Yew Podocarpus,11,Weak Branch Union,none,1
27.9,47,Laurel Oak,55,Dead,none,4
3.9,17,Yew Podocarpus,8,Poor Tree Architecture,none,2
7.9,33,slash pine,20,Poor Tree Architecture,none,2
10,37,slash pine,22,Dead,none,3
44.6,50.5,Laurel Oak,50,Decay,none,2
7.6,33,slash pine,18,Dead,none,3
11.4,36,slash pine,21,Dead,none,3
20,22.5,Camphor Tree,35,Poor Tree Architecture,none,2
3,7,Yew Podocarpus,8,Weak Branch Union,none,1
1.3,6.5,Yew Podocarpus,6,Weak Branch Union,none,1
17.6,42,Laurel Oak,35,Dead,none,3
39,36.5,Camphor Tree,53,Decay,none,3
21.3,32.5,Camphor Tree,47,Weak Branch Union,none,2
4.9,13.5,Japanese Privet,16,Weak Branch Union,none,2
4.3,14.5,Japanese Privet,17,Weak Branch Union,none,2
1.8,6,Yew Podocarpus,8,Weak Branch Union,none,1
3.9,15,Japanese Privet,15,Weak Branch Union,none,2
2.1,17,Crapemyrtle,7,Poor Tree Architecture,none,1
47,54,Camphor Tree,72,Dead,branch,4
55.8,43.5,Live oak,87,Dead,branch,3
41.9,43.5,sand live oak,85,Decay,branch,2
4.6,18,Arborvitae,19,Leaning Tree,branch,1
11.2,25,Carolina laurelcherry,14,Decay,whole,3
13,18.5,Carolina laurelcherry,21,Decay,whole,4
33.8,55,Laurel Oak,32,Decay,whole,3
11.3,18.5,Carolina laurelcherry,11,Decay,whole,4
9.5,23.5,Carolina laurelcherry,22,Decay,whole,2
26.7,34,Laurel Oak,42,Dead,whole,4
32.9,44,Laurel Oak,42,Decay,whole,4
30,51,Laurel Oak,38,Decay,branch,3
22,34,Laurel Oak,26,Decay,whole,3
23,18,Chinaberry,33,Decay,branch,3
42.7,41,Camphor Tree,70,Weak Branch Union,branch,2
16.8,24,Flamegold,20,Dead,whole,4
45.8,44.5,Laurel Oak,55,Decay,whole,4
11,28.5,Carolina laurelcherry,32,Weak Branch Union,branch,2
2.7,14.5,winged elm,10,Decay,whole,3
2.5,12.5,winged elm,7,Leaning Tree,whole,2
5.9,15,Japanese Privet,16,Weak Branch Union,none,1
3.3,15,Japanese Privet,14,Weak Branch Union,none,1
5.3,12.5,Japanese Privet,15,Weak Branch Union,none,1
19.5,30.5,Laurel Oak,33,Weak Branch Union,none,2
8.4,26,Chinese elm,26,Dead,none,3
2.3,17,Crapemyrtle,8,Poor Tree Architecture,none,1
8.9,18,Arborvitae,10,Weak Branch Union,none,1
8.2,20,Chinese elm,38,Dead,none,3
21.3,19,Camphor Tree,23,Decay,none,3
17.3,35,Live oak,36,Weak Branch Union,none,1
19,34,Carolina laurelcherry,29,Decay,none,3
31,56.5,Laurel Oak,50,Decay,none,4
8.7,27.5,Orchid Tree,37,Weak Branch Union,none,1
18.1,39,Laurel Oak,35,Decay,none,4
24.4,23.5,Camphor Tree,35,Decay,none,2
1,9,Crapemyrtle,9,"",none,1
0.5,8.5,Weeping Bottlebrush,5,Poor Tree Architecture,none,1
19.3,37,Laurel Oak,37,Dead,none,4
2.4,9,Crapemyrtle,11,Poor Tree Architecture,none,2
1.3,8,Japanese Privet,8,Decay,none,3
1,9,Crapemyrtle,7,Poor Tree Architecture,none,1
4.5,15,Arborvitae,11,Crack,none,2
4.9,19,Arborvitae,11,Poor Tree Architecture,none,2
0.5,8.5,Crapemyrtle,5,Poor Tree Architecture,none,1
1.5,16,Crapemyrtle,17,Weak Branch Union,none,1
0.5,6.5,Crapemyrtle,4,Poor Tree Architecture,none,1
2.2,9,Crapemyrtle,12,Poor Tree Architecture,none,1
4,11,winged elm,5,Poor Tree Architecture,none,2
0.5,7.5,Crapemyrtle,10.5,Poor Tree Architecture,none,1
4.5,15,winged elm,11,Poor Tree Architecture,none,1
6.8,21,Arborvitae,23,Dead,none,3
0.5,7,Weeping Bottlebrush,8,Weak Branch Union,none,1
4,10,Yew Podocarpus,15,Poor Tree Architecture,none,1
6,22,Live oak,19,Weak Branch Union,none,3
3.8,9.5,Japanese Privet,12,Decay,none,2
31,28.5,Camphor Tree,47,Dead,none,4
32,30,Camphor Tree,46,Poor Tree Architecture,none,2
4.5,25,Live oak,15,"",none,1
31.5,43.5,Laurel Oak,49,Weak Branch Union,none,2
29.2,39.5,Camphor Tree,37,Dead,none,4
11.1,27.5,Laurel Oak,38,Poor Tree Architecture,none,2
42.5,49.5,Camphor Tree,52,Dead,none,4
3,7,Yew Podocarpus,5,"",none,1
4,13,winged elm,6,Poor Tree Architecture,none,2
4.2,9.5,Yew Podocarpus,6,"",none,1
7.3,24.5,Carolina laurelcherry,32,Poor Tree Architecture,none,3
37,31.5,Camphor Tree,53,Dead,none,3
37.3,51,Camphor Tree,63,Dead,none,4
21.8,32.5,American elm,35,Decay,none,3
46.5,39.5,Live oak,88,Dead,none,4
24,38,Camphor Tree,37,Decay,none,4
35,47,Laurel Oak,40,Decay,none,2
2,10.5,Live oak,5,Dead,none,3
1.5,10.5,winged elm,7,"",whole,4
2,11.5,winged elm,7,Weak Branch Union,whole,1
27.5,30.5,Camphor Tree,26,Dead,branch,4
2.5,14.5,red maple,8,"",whole,1
26.5,41,Live oak,59,Weak Branch Union,branch,1
2.3,5.5,winged elm,5,Poor Tree Architecture,whole,3
2.5,8,winged elm,8,Poor Tree Architecture,whole,3
27.5,33,Laurel Oak,31,Decay,whole,4
38.9,32,Laurel Oak,40,Decay,branch,3
0.75,6,southern magnolia,4,Decay,whole,2
32,35.5,Laurel Oak,44,Decay,whole,4
37.5,54.5,sand live oak,68,Dead,whole,3
26.5,33.5,Camphor Tree,39,Decay,none,4
29,39,Camphor Tree,56,Dead,none,3
27,47,Camphor Tree,38,Dead,none,4
43.8,43,Live oak,85,Dead,none,4
1.8,13,Crapemyrtle,16,Poor Tree Architecture,none,1
3.7,20,Crapemyrtle,18,Dead,none,3
1.8,6.5,Live oak,4,Poor Tree Architecture,none,2
2.9,15,winged elm,5,Leaning Tree,none,2
9.3,29,winged elm,31,"",none,1
8.9,27,winged elm,37,Weak Branch Union,none,2
7.3,20,Yew Podocarpus,20,Weak Branch Union,none,1
0.5,7,Crapemyrtle,8,Poor Tree Architecture,none,1
1.6,5.5,Live oak,3,Poor Tree Architecture,none,2
4.1,18.5,Crapemyrtle,26,Dead,none,3
11.6,26.5,Carolina laurelcherry,24,Weak Branch Union,none,2
2,13.5,Crapemyrtle,9,Poor Tree Architecture,none,1
15.3,25,Laurel Oak,41,Weak Branch Union,none,3
22,42.5,Live oak,39,Weak Branch Union,none,2
7.1,17.5,Arborvitae,17,Weak Branch Union,none,1
3,10.5,winged elm,7,Poor Tree Architecture,none,2
34.8,38,Camphor Tree,24,Dead,none,4
1.9,13,Crapemyrtle,12,Weak Branch Union,none,2
1.5,11,Crapemyrtle,9,Weak Branch Union,none,2
32,38,Camphor Tree,30,Dead,none,4
8.9,18,Arborvitae,17,Weak Branch Union,none,1
5.5,20,Arborvitae,16,Weak Branch Union,none,1
17.6,37.5,Laurel Oak,37,Weak Branch Union,none,2
7,27.5,winged elm,22,Weak Branch Union,none,1
2,5.5,Crapemyrtle,4,Dead,none,3
1.5,10.5,Crapemyrtle,15,Weak Branch Union,none,2
11.3,25.5,Carolina laurelcherry,40,Decay,none,3
26,27,Camphor Tree,29,Poor Tree Architecture,none,2
2.5,6,Crapemyrtle,6,Dead,none,3
29.9,37,Live oak,60,Dead,none,3
28.5,35,Camphor Tree,40,Dead,none,4
2.1,12,Chinese elm,6,Poor Tree Architecture,none,1
1.5,12.5,Live oak,5,Dead,none,4
4,15,winged elm,5,Poor Tree Architecture,none,1
34.3,27.5,Live oak,62,Poor Tree Architecture,none,2
3.8,14.5,Live oak,12,Poor Tree Architecture,none,2
2.4,14,winged elm,5,Poor Tree Architecture,none,1
3,15,winged elm,6,Poor Tree Architecture,none,1
33,35,Camphor Tree,27,Decay,none,3
1,9.5,Crapemyrtle,9,Poor Tree Architecture,none,1
1.9,15,red maple,8,Root Problems,none,1
42,32.5,Camphor Tree,32,Poor Tree Architecture,none,2
1,9.5,Crapemyrtle,7,Poor Tree Architecture,none,1
2.4,15,Laurel Oak,8,Weak Branch Union,none,1
1.2,12,Crapemyrtle,5,Poor Tree Architecture,none,2
0.5,7,Crapemyrtle,11,Poor Tree Architecture,none,1
1,6.5,southern magnolia,5,Weak Branch Union,none,1
17.5,30,baldcypress,24,Weak Branch Union,none,1
21,35,baldcypress,24,"",none,1
0.5,5.5,Crapemyrtle,9,Poor Tree Architecture,none,2
24.6,38.5,Live oak,56,Dead,none,3
3.2,13,Live oak,12,Weak Branch Union,none,1
7.2,24.5,Carolina laurelcherry,25,Poor Tree Architecture,none,2
